Nombre,Servicios,Numero de Servicios,Precio Total,Máximo Precio Total,Mínimo Precio Total,Moda Precio Total,Precio Total por Viajero,Máximo Precio Total por Viajero,Mínimo Precio Total por Viajero,Moda Precio Total por Viajero,Precio por Noche,Máximo Precio por Noche,Mínimo Precio por Noche,Moda Precio por Noche,Precio por Noche por Viajero,Máximo Precio por Noche por Viajero,Mínimo Precio por Noche por Viajero,Moda Precio por Noche por Viajero,Latitud,Longitud,URL
Aire Del Mediterráneo- Garrucha,"- Costa
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina
- TV
- Ascensor
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,407,,X,,68,,X,,174,,,,29,,,,37.1736265,-1.8261726,https://www.airbnb.es/rooms/1263165703069779746?adults=6&check_in=2025-07-19&check_out=2025-07-21&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1745430153_P3t92BIJlVS7u05K&previous_page_section_name=1000
Casa Con Acceso Directo A La Playa De Mojacar,"- Acceso a la playa
- primera línea
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la propiedad: 2 plazas
- TV
- Lavadora Gratis
- Sistema de aire acondicionado sin conductos tipo split
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",13,2986,X,,,498,X,,,425,X,,,71,X,,,37.1465,-1.8254,https://www.airbnb.es/rooms/1183959089478728226?adults=6&check_in=2025-07-15&check_out=2025-07-21&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1745430153_P34ux1a88SwY-Aib&previous_page_section_name=1000
Apartamento Playa Garrucha,"- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- Admite mascotas
- TV
- Lavadora
- Aire acondicionado
- Secador de pelo
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,608,,,,102,,,,175,,,,30,,,,37.1749,-1.8264,https://www.airbnb.es/rooms/1399247148573208457?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3Gl4-01h8q488ET&previous_page_section_name=1000
Apartamento Vera Playa,"- Vistas al patio
- Vistas al resort
- Acceso a la playa
- primera línea
- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina compartida
- TV
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",13,878,,,,147,,,,250,,,,42,,,,37.20043,-1.82054,https://www.airbnb.es/rooms/845730282016662747?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P39uCbFbL1rMkHLS&previous_page_section_name=1000
"Adosado En Playa Vera,3 Piscinas","- Acceso compartido a la playa
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina compartida: disponible todo el año
- Admite mascotas
- Televisión de alta definición de 50 pulgadas
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,954,,,,159,,,,245,,,X,41,,,,37.1994,-1.8201,https://www.airbnb.es/rooms/834792039902645051?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3JUsosxU7bRe53m&previous_page_section_name=1000
El Olivo,"- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina
- Admite mascotas
- TV
- Lavadora
- Aire acondicionado
- No disponible: Detector de humo
Detector de humo",11,1097,,,,183,,,,289,,,,49,,,,37.24616,-1.89284,https://www.airbnb.es/rooms/1136066882258176420?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3XqTbUhVuyRkWqr&previous_page_section_name=1000
Casa Del Mar,"- Vistas al patio
- Vistas al jardín
- Acceso compartido a la playa
- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina descubierta compartida: disponible según la temporada
- disponible en un horario específico
- Admite mascotas
- Televisión de alta definición de 60 pulgadas con Netflix
- No disponible: Detector de humo
Detector de humo",12,1474,,,,246,,,,383,,,,64,,,X,37.0821,-1.8535,https://www.airbnb.es/rooms/918551531364267441?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3jWmtf-Pk7oXucO&previous_page_section_name=1000
Espectacular Àtico En Primera Linea Playa .,"- Vistas al jardín
- Vistas a la montaña
- Acceso a la playa
- primera línea
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Piscina compartida
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",13,1097,,,,183,,,,299,,,,50,,,,37.14545,-1.82751,https://www.airbnb.es/rooms/639039891861686917?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3KlA_w5M2UMPvIB&previous_page_section_name=1000
Habitaciones Dobles Y Triples En Hotel,"- Vistas a la playa
- Vistas al perfil urbano
- Costa
- Wifi
- Aparcamiento gratuito en la calle
- Patio o balcón compartido
- Patio trasero compartido
- Secador de pelo
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,843,,,,141,,,,240,,,,40,,,,37.14,-1.8511,https://www.airbnb.es/rooms/28396901?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3y_vbFIBC1m1IRV&previous_page_section_name=1000
Casa De Playa Y Golf,"- Cocina
- Wifi
- Aparcamiento gratuito en garaje en la propiedad
- Piscina descubierta compartida: disponible según la temporada
- TV
- Ascensor
- Lavadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,649,,,,109,,,,158,,,,27,,,,37.1605,-1.8338,https://www.airbnb.es/rooms/1094272884954244151?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3-4J4JOpyNY8iNo&previous_page_section_name=1000
Luxury Homes Golf Y Piscina,"- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- Admite mascotas
- TV
- Lavadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,667,,,X,112,,,X,170,,,,29,,,,37.2037,-1.88878,https://www.airbnb.es/rooms/1254154669838555268?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3ZojeOPzWIHWW6K&previous_page_section_name=1000
Villa Los Siete Olivos,"- Cocina
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina
- TV
- Lavadora
- Aire acondicionado
- Chimenea interior
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,983,,,,164,,,,280,,,,47,,,,37.16702,-1.89611,https://www.airbnb.es/rooms/1198317768787622714?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3YwZHzJUHhhQKk8&previous_page_section_name=1000
Ático Precioso Esquinero En Valle Del Este Golf,"- Cocina
- Wifi
- Zona para trabajar
- Piscina
- Admite mascotas
- TV
- Lavadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,948,,,,158,,,,250,,,,42,,,,37.20403,-1.8889,https://www.airbnb.es/rooms/1173909863939573348?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745430153_P3TdzPdiP0qdGZtz&previous_page_section_name=1000
