Nombre,Servicios,Numero de Servicios,Precio Total,Máximo Precio Total,Mínimo Precio Total,Moda Precio Total,Precio Total por Viajero,Máximo Precio Total por Viajero,Mínimo Precio Total por Viajero,Moda Precio Total por Viajero,Precio por Noche,Máximo Precio por Noche,Mínimo Precio por Noche,Moda Precio por Noche,Precio por Noche por Viajero,Máximo Precio por Noche por Viajero,Mínimo Precio por Noche por Viajero,Moda Precio por Noche por Viajero,Latitud,Longitud,URL
Casa De Mis Abuelos,"- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- TV
- Lavadora
- Secadora
- Aire acondicionado
- Patio o balcón
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,2107,,,X,211,,,X,450,,,X,45,,,,37.16724,-1.93648,https://www.airbnb.es/rooms/20716930?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P37kFIF9glSLlzk7&previous_page_section_name=1000
"Acogedora Casa, Familia,Súper Amplia.","- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Admite mascotas
- TV
- Lavadora
- Secadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,1323,,,,133,,,,283,,,,29,,,X,36.91171,-2.06559,https://www.airbnb.es/rooms/681623079580002122?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3b50iB6NxB6i5p3&previous_page_section_name=1000
"Cortijo Rural ""Frasquito Tío Jesus""","- Vistas al río
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina descubierta privada
- Admite mascotas
- TV
- Lavadora en el alojamiento (Gratis)
- Patio privado o balcón",10,1522,,,,153,,,,325,,,,33,,,,37.25046,-1.93729,https://www.airbnb.es/rooms/18556813?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3rUXlLau0_lhryK&previous_page_section_name=1000
Chalet Con Jardin Situado A 100 Playa De Vera,"- Vistas a la playa
- Vistas al mar
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina compartida
- TV
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,2014,,,,202,,,,418,,,,42,,,,37.21442,-1.81185,https://www.airbnb.es/rooms/34455961?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3yNvdb1ik6IxZk2&previous_page_section_name=1000
Casa Sa Lluna Villa De Lujo Mojácar,"- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina privada
- TV
- Lavadora
- Secadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,2986,,,,299,,,,600,X,,,60,X,,,37.12064,-1.84656,https://www.airbnb.es/rooms/13647791?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P32gxH5_DW8LJEOu&previous_page_section_name=1000
Chalet Vacacional Villa Dorina,"- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina
- Jacuzzi
- Admite mascotas
- Cámaras de seguridad en los exteriores de la propiedad
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,2107,,,X,211,,,X,450,,,X,45,,,,36.8326,-2.6144,https://www.airbnb.es/rooms/1191964825729506218?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3472WZWylbqPL_T&previous_page_section_name=1000
"Cortijo Con Vistas Impresionantes, Playas A 20Min","- Vistas a la playa
- Vistas al perfil urbano
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Admite mascotas
- Televisión de alta definición de 42 pulgadas con Chromecast
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,1377,,,,138,,,,284,,,,29,,,X,37.18722,-1.9841,https://www.airbnb.es/rooms/586007438813645194?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3lpBZfDfXrDe5Ir&previous_page_section_name=1000
"El Marqués, Magnífica Casa Rural Con Piscina","- Vistas a la montaña
- Cocina
- Wifi (5 Mbps)
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina descubierta privada: disponible según la temporada
- disponible las 24 horas
- de agua salada
- Admite mascotas
- Televisión de alta definición
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",14,2569,,,,257,,,,526,,,,53,,,,37.27291,-2.25592,https://www.airbnb.es/rooms/844736080862406058?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3g77jB6Nid83kJK&previous_page_section_name=1000
Cortijo Paulenca,"- Vistas a la montaña
- Vistas al valle
- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- TV
- Lavadora
- Aire acondicionado
- Cámaras de seguridad en los exteriores de la propiedad",10,2026,,,,203,,,,425,,,,43,,,,36.9551,-2.5152,https://www.airbnb.es/rooms/1025445646087669210?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3elxbdiaziuIBcQ&previous_page_section_name=1000
"Garrucha, Cerca De La Playa","- Cocina
- TV
- Lavadora
- Secadora
- Sistema de aire acondicionado sin conductos tipo split
- Bañera
- Secador de pelo
- Frigorífico
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,1124,,,,113,,,,240,,,,24,,,,37.1832369,-1.82089,https://www.airbnb.es/rooms/1378243367852555282?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&source_impression_id=p3_1746478225_P3gij5kLHCYh9iSt&previous_page_section_name=1000
El Valle Perdido De Serón,"- Vistas a la montaña
- Vistas al valle
- Aparcamiento gratuito en las instalaciones
- Admite mascotas
- TV
- Lavadora en el edificio (Gratis)
- Aire acondicionado
- No disponible: Cerradura en la puerta del dormitorio
Cerradura en la puerta del dormitorio
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",13,983,,X,,99,,X,,210,,,,21,,,,37.32232,-2.57169,https://www.airbnb.es/rooms/44149793?adults=10&check_in=2025-07-10&check_out=2025-07-14&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1036620075&source_impression_id=p3_1746478225_P3oW9guhQApBOMV1&previous_page_section_name=1000
