Nombre,Servicios,Numero de Servicios,Precio Total,Máximo Precio Total,Mínimo Precio Total,Moda Precio Total,Precio Total por Viajero,Máximo Precio Total por Viajero,Mínimo Precio Total por Viajero,Moda Precio Total por Viajero,Precio por Noche,Máximo Precio por Noche,Mínimo Precio por Noche,Moda Precio por Noche,Precio por Noche por Viajero,Máximo Precio por Noche por Viajero,Mínimo Precio por Noche por Viajero,Moda Precio por Noche por Viajero,Latitud,Longitud,URL
Adosado Con Vistas Espectaculares,"- Vistas a la montaña
- Vistas al mar
- Costa
- Cocina
- Wifi rápido (427 Mbps)
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Lavadora en el alojamiento (Gratis)
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,843,,,,141,,,,127,,X,,22,,X,,36.83288,-3.97557,https://www.airbnb.es/rooms/705051878041858378?adults=6&check_in=2025-07-17&check_out=2025-07-22&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1745432151_P3mB6MY6QDoNYVe9&previous_page_section_name=1000
1B Apartamentos Latinos,"- Vistas al mar
- Cocina
- Wifi
- Piscina
- TV
- Ascensor
- Lavadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,723,,,,121,,,,362,,,,61,,,,36.74871,-3.8725,https://www.airbnb.es/rooms/1113066187010340066?adults=6&check_in=2025-07-16&check_out=2025-07-18&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1745432151_P3XoAoQpdho2YyoX&previous_page_section_name=1000
Lujoso Apartamento Junto Al Mar,"- Acceso a la playa
- primera línea
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Piscina compartida
- Jacuzzi privado
- TV
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",13,761,,,,127,,,,200,,,X,34,,,X,36.7278,-3.9542,https://www.airbnb.es/rooms/43686412?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3QO3LA1yomAirUH&previous_page_section_name=1000
Precioso Apartamento 3 Dormitorios,"- Vistas al mar
- Vistas al mar
- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- Admite mascotas
- TV
- Ascensor
- Lavadora",10,915,,,,153,,,,305,,,,51,,,,36.73694,-3.93354,https://www.airbnb.es/rooms/20577802?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3OH3argSUAS0qI_&previous_page_section_name=1000
Casa Balcón Del Mar,"- Vistas a la bahía
- Vistas a la playa
- Costa
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Cámaras de seguridad en los exteriores de la propiedad
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,492,,X,X,82,,X,,140,,,,24,,,,36.73557,-3.73523,https://www.airbnb.es/rooms/46763758?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3bPsSmo26RCNJfF&previous_page_section_name=1000
Frigiliana Villa - Las Palmas,"- Vistas al jardín
- Vistas a la montaña
- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- TV
- Lavadora
- Bañera
- Patio privado o balcón",10,1317,,,,220,,,,375,,,,63,,,,36.7667,-3.9076,https://www.airbnb.es/rooms/1125452771610714686?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3HtKJ49sy2_6suz&previous_page_section_name=1000
Elegante Casa Costera Con Terraza Grande Y Vistas Al Mar,"- Acceso a la playa
- primera línea
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Televisión de alta definición de 28 pulgadas
- Lavadora
- Aire acondicionado
- Bañera
- Cámaras de seguridad en los exteriores de la propiedad",11,893,,,,149,,,X,221,,,,37,,,,36.7326,-3.9454,https://www.airbnb.es/rooms/1157079905338768043?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P35_GDBOk4krCeoZ&previous_page_section_name=1000
Villa Eugenia,"- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- TV
- Lavadora
- Aire acondicionado
- Chimenea interior
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,703,,,,118,,,,200,,,X,34,,,X,36.77754,-3.97332,https://www.airbnb.es/rooms/27827288?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P30J7OyQs9WOQzmD&previous_page_section_name=1000
Cd-1926 Apartamento De Tres Dormitorios En Nerja,"- Vistas al perfil urbano
- Vistas a la montaña
- Cocina
- Wifi
- Admite mascotas
- TV
- Lavadora (en el alojamiento)
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,1050,,,,175,,,,313,,,,53,,,,36.7507,-3.876,https://www.airbnb.es/rooms/1095861664314948429?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3q6bPsrZvsosLdk&previous_page_section_name=1000
Casa El Retiro,"- Vistas a la montaña
- Vistas al jardín
- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- Admite mascotas
- TV
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,1397,,,,233,,,,466,,,,78,,,,36.75,-3.8942,https://www.airbnb.es/rooms/1136629760751111275?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3FDqO93jQIrAoEu&previous_page_section_name=1000
El Zapo By Interhome,"- Vistas al mar
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- Piscina descubierta privada: disponible según la temporada
- TV
- Lavadora
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,820,,,,137,,,,273,,,,46,,,,36.7401,-3.723,https://www.airbnb.es/rooms/49309051?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3T3mVWwJazmwy8r&previous_page_section_name=1000
Apartamento Primera Línea De Playa La Herradura,"- Vistas al mar
- Vistas al mar
- Acceso a la playa
- primera línea
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Admite mascotas
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",13,890,,,,149,,,X,240,,,,40,,,,36.73637,-3.74779,https://www.airbnb.es/rooms/26240678?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P389msQrzsfA4GFv&previous_page_section_name=1000
Excepcional Apartamento En Primera Linea,"- Acceso a la playa
- primera línea
- Cocina
- Aparcamiento gratuito en las instalaciones
- Piscina
- Admite mascotas
- TV
- Ascensor
- Lavadora
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",13,767,,,,128,,,,192,,,,32,,,,36.72835,-3.9546,https://www.airbnb.es/rooms/34917968?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3Hh-nkmXxOjVDhT&previous_page_section_name=1000
Casa Valdiego,"- Vistas a la bahía
- Vistas al mar
- Acceso compartido a la playa
- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento techado gratuito en la propiedad: 2 plazas
- Piscina descubierta privada: disponible todo el año
- disponible las 24 horas
- infinita
- juguetes para piscina
- TV
- Cámaras de seguridad en los exteriores de la propiedad",13,2585,X,,,431,X,,,770,X,,,129,X,,,36.74624,-3.76677,https://www.airbnb.es/rooms/763605935580787079?adults=6&check_in=2025-07-17&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1745432151_P3Qlkt_IztKgumrH&previous_page_section_name=1000
