Nombre,Servicios,Numero de Servicios,Precio Total,Máximo Precio Total,Mínimo Precio Total,Moda Precio Total,Precio Total por Viajero,Máximo Precio Total por Viajero,Mínimo Precio Total por Viajero,Moda Precio Total por Viajero,Precio por Noche,Máximo Precio por Noche,Mínimo Precio por Noche,Moda Precio por Noche,Precio por Noche por Viajero,Máximo Precio por Noche por Viajero,Mínimo Precio por Noche por Viajero,Moda Precio por Noche por Viajero,Latitud,Longitud,URL
Acogedor Apartamento En París 13,"- Cocina
- Wifi
- Zona para trabajar
- TV
- Secador de pelo",5,105,,,,53,,,,85,,,X,43,,,X,48.826913,2.3692597,https://www.airbnb.es/rooms/1433363830015980354?adults=2&check_in=2025-12-20&check_out=2025-12-21&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1751713842_P3Pdw-pmZsA4kZZy&previous_page_section_name=1000
Gran Habitación Cálida En El Corazón De París,"- Wifi
- TV
- Ascensor
- Se permite dejar el equipaje
- Secador de pelo
- No disponible: Cerradura en la puerta del dormitorio
Cerradura en la puerta del dormitorio
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",9,140,,,,70,,,,105,,,,53,,,,48.8540406,2.3781229,https://www.airbnb.es/rooms/1330344097495436075?adults=2&check_in=2025-12-20&check_out=2025-12-21&search_mode=regular_search&category_tag=Tag%3A8678&children=0&infants=0&pets=0&photo_id=2086939185&source_impression_id=p3_1751713842_P313BDxw_cUU1iDY&previous_page_section_name=1000
Pequeño Estudio Cálido,"- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Admite mascotas
- Televisión de 19 pulgadas
- Patio trasero privado: Con valla en todo el perímetro
- Se permite dejar el equipaje
- Secador de pelo
- Frigorífico de FAR",10,262,,,,131,,,,49,,,,25,,,,48.797,2.4032,https://www.airbnb.es/rooms/808640523272854662?adults=2&check_in=2025-12-18&check_out=2025-12-22&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1751713842_P3dHxqJomWZTcfQT&previous_page_section_name=1000
Bonito Estudio De 34 M² Cerca De París,"- Cocina
- Wifi
- Aparcamiento gratuito en las instalaciones
- TV
- Secador de pelo
- Microondas
- Cámaras de seguridad en los exteriores de la propiedad
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",9,82,,X,,41,,X,,47,,,,24,,,,48.87913,2.43397,https://www.airbnb.es/rooms/1131086417096598368?adults=2&check_in=2025-12-20&check_out=2025-12-21&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1751713842_P3y2zB88vG4J6ilL&previous_page_section_name=1000
"Dormitorio, Arts Et Métiers En El Marais","- Cocina
- Wifi rápido (1040 Mbps)
- Zona para trabajar
- Lavadora en el alojamiento (Gratis)
- Secador de pelo
- Frigorífico
- Microondas
- Piano
- Sistema de sonido con bluetooth y entrada auxiliar
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",11,397,X,,,199,X,,,70,,,,35,,,,48.865,2.3583,https://www.airbnb.es/rooms/16419973?adults=2&check_in=2025-12-18&check_out=2025-12-22&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1751713842_P3cL9fxLPSwjvsse&previous_page_section_name=1000
El S4,"- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- TV
- Lavadora
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",8,203,,,,102,,,,48,,,,24,,,,48.9246269,2.4902477,https://www.airbnb.es/rooms/1379848087379774791?adults=2&check_in=2025-12-18&check_out=2025-12-21&search_mode=regular_search&children=0&infants=0&pets=0&source_impression_id=p3_1751713842_P36zr8asfZFiv2_e&previous_page_section_name=1000
Chez Naya -Cerca De París- Metro 8,"- Cocina
- Wifi
- TV
- Lavadora
- Secador de pelo
- Frigorífico
- Microondas
- Disponible para estancias largas
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",10,162,,,,81,,,,56,,,,28,,,,48.8105,2.4153,https://www.airbnb.es/rooms/1096183968487855535?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&source_impression_id=p3_1751713841_P3iywGR77QXDF30O&previous_page_section_name=1000
Apartamento Cerca Del Salón Porte De Versailles,"- Cocina
- Wifi
- TV
- Lavadora
- Secador de pelo
- Frigorífico
- Microondas
- Aparcamiento de pago en la calle fuera de la propiedad
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,227,,,X,114,,,,85,,,X,43,,,X,48.8227,2.2934,https://www.airbnb.es/rooms/1292555638012442892?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&source_impression_id=p3_1751713841_P30g3rDQYfZP9hrE&previous_page_section_name=1000
Encantador Estudio Reformado,"- Cocina
- Wifi
- Zona para trabajar
- TV
- Lavadora
- Secador de pelo",6,198,,,,99,,,,74,,,,37,,,,48.842,2.2663,https://www.airbnb.es/rooms/917337555952185618?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&source_impression_id=p3_1751713841_P30f9iF0eAX7sOv5&previous_page_section_name=1000
L5 - Apartamento A 15 Minutos De París - Con Jardín,"- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en las instalaciones
- TV
- Lavadora
- Secadora Gratis
- Secador de pelo
- Frigorífico
- Cámaras de seguridad en los exteriores de la propiedad",10,170,,,,85,,,,60,,,,30,,,,48.7964,2.4025,https://www.airbnb.es/rooms/1323086706534009051?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&source_impression_id=p3_1751713841_P3CHfMpqKZaAKzvu&previous_page_section_name=1000
Acogedor Estudio Cerca De Montmartre,"- Cocina
- Wifi
- Admite mascotas
- Televisión de alta definición
- Secador de pelo
- Frigorífico
- Microondas
- Disponible para estancias largas
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",10,250,,,,125,,,,82,,,,41,,,,48.87551,2.34609,https://www.airbnb.es/rooms/873866522383314551?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&source_impression_id=p3_1751713841_P38-nyMYBcyKxD6H&previous_page_section_name=1000
Apartamento A 2 Min Del Metro,"- Cocina
- Wifi
- Admite mascotas
- TV
- Lavadora
- Frigorífico
- Microondas
- Disponible para estancias largas
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,193,,,,97,,,,80,,,,40,,,,48.8145,2.3199,https://www.airbnb.es/rooms/1394838600186316708?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&source_impression_id=p3_1751713841_P3L5Fh-yb8yfw_Rg&previous_page_section_name=1000
Habitación Doble Económica Cerca De París 01,"- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Patio trasero compartido
- Se permite dejar el equipaje
- Secador de pelo
- Frigorífico
- Microondas
- Cámaras de seguridad en los exteriores de la propiedad
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",11,145,,,,73,,,,62,,,,31,,,,48.80469,2.38481,https://www.airbnb.es/rooms/1149076556188846811?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&source_impression_id=p3_1751713841_P3uLVbk08sxoGBc7&previous_page_section_name=1000
Encantadora Habitación Tranquila Y Cálida,"- Cocina
- Wifi
- Admite mascotas
- Lavadora en el alojamiento (Gratis)
- Patio o balcón
- Secador de pelo
- Frigorífico
- Disponible para estancias largas
- No disponible: Cerradura en la puerta del dormitorio
Cerradura en la puerta del dormitorio",10,115,,,,58,,,,43,,X,,22,,X,,48.90992,2.28413,https://www.airbnb.es/rooms/634043436094087880?adults=2&check_in=2025-12-19&check_out=2025-12-21&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1407658285&source_impression_id=p3_1751713841_P3uicJsGphlcZplZ&previous_page_section_name=1000
