Nombre,Servicios,Numero de Servicios,Precio Total,Máximo Precio Total,Mínimo Precio Total,Moda Precio Total,Precio Total por Viajero,Máximo Precio Total por Viajero,Mínimo Precio Total por Viajero,Moda Precio Total por Viajero,Precio por Noche,Máximo Precio por Noche,Mínimo Precio por Noche,Moda Precio por Noche,Precio por Noche por Viajero,Máximo Precio por Noche por Viajero,Mínimo Precio por Noche por Viajero,Moda Precio por Noche por Viajero,Latitud,Longitud,URL
Isla Plana Bed & Breakfast 3,"- Wifi
- Aparcamiento gratuito en las instalaciones
- Piscina
- Lavadora
- Patio o balcón
- Desayuno
- No disponible: Cerradura en la puerta del dormitorio
Cerradura en la puerta del dormitorio
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",10,141,,,,71,,,,60,,,,30,,,,37.58167,-1.21634,https://www.airbnb.es/rooms/1316302?adults=2&check_in=2025-07-18&check_out=2025-07-20&search_mode=regular_search&category_tag=Tag%3A8678&children=0&infants=0&pets=0&photo_id=12943248&source_impression_id=p3_1752657199_P3D0CicjGzhvI8Hs&previous_page_section_name=1000
Apartamento En Cartagena,"- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- TV
- Ascensor
- Lavadora
- Aire acondicionado
- Se permite dejar el equipaje
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",11,70,,,,35,,,,70,,,,35,,,,37.62573,-0.95114,https://www.airbnb.es/rooms/1091193147187542533?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3rzhoGQqBiMsari&previous_page_section_name=1000
Cartagena Flats - San Diego Suites,"- Cocina
- Wifi
- Zona para trabajar
- Admite mascotas
- TV
- Ascensor
- Lavadora
- Secadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",11,116,,,,58,,,,116,,,,58,,,,37.603,-0.9801,https://www.airbnb.es/rooms/1217965383050988496?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3fRxaQISXigHO-i&previous_page_section_name=1000
"Cartagenaflats, Apto. 2 Dormitorios En Calle Real","- Cocina
- Wifi
- Zona para trabajar
- Admite mascotas
- TV
- Ascensor
- Lavadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,133,,,,67,,,,133,,,,67,,,,37.6026377,-0.9894942,https://www.airbnb.es/rooms/1391130621096830078?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3RbjtYEu6LSohGP&previous_page_section_name=1000
"Cartagenaflats, Apartamento Con Vista Calle Mayor","- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Admite mascotas
- TV
- Ascensor
- Lavadora
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,114,,,X,57,,,X,114,,,X,57,,,X,37.6005,-0.9862,https://www.airbnb.es/rooms/760942664639721948?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3F_SMJ0rrXybLQs&previous_page_section_name=1000
Estudio Insulae Ctspain,"- Costa
- Cocina
- Wifi
- Zona para trabajar
- TV
- Lavadora
- Aire acondicionado
- Frigorífico
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,114,,,X,57,,,X,114,,,X,57,,,X,37.6001,-0.9859,https://www.airbnb.es/rooms/1289694423288232882?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3lcpzelwi3HmV9L&previous_page_section_name=1000
Habitación Para Veranear!,"- Cerradura en la puerta del dormitorio
- Wifi
- Zona para trabajar
- Admite mascotas
- TV
- Lavadora
- Se permite dejar el equipaje
- Libros y juguetes para niños
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,43,,X,,22,,X,,36,,X,,18,,X,,37.6057941,-0.9882098,https://www.airbnb.es/rooms/1349059367919228457?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=2180742172&source_impression_id=p3_1752657199_P3S8BY--8mKlOqTJ&previous_page_section_name=1000
Quédate Con Isa,"- Cerradura en la puerta del dormitorio
- Cocina
- Wifi
- TV
- Lavadora
- Aire acondicionado
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",10,67,,,,34,,,,57,,,,29,,,,37.6094,-0.9854,https://www.airbnb.es/rooms/1002267327439809783?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=1760147967&source_impression_id=p3_1752657199_P3MGGz988waOal-C&previous_page_section_name=1000
Habitación Privada Centro De Cartagena,"- Cerradura en la puerta del dormitorio
- Vistas al patio
- Wifi
- Zona para trabajar
- Admite mascotas
- TV
- Lavadora
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",11,53,,,,27,,,,41,,,,21,,,,37.6039,-0.988,https://www.airbnb.es/rooms/1349026901351470004?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&category_tag=Tag%3A8678&photo_id=2101755104&source_impression_id=p3_1752657199_P3VEiafHF-o8J6Nh&previous_page_section_name=1000
"Cartagenaflats, Apartamento Con Vista Calle Mayor","- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Admite mascotas
- TV
- Ascensor
- Lavadora
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,114,,,X,57,,,X,114,,,X,57,,,X,37.6005,-0.9862,https://www.airbnb.es/rooms/894939488403737530?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3txhwBG4TJmupCr&previous_page_section_name=1000
"Cartagenaflats, Apto. Superior Plaza San Francisco","- Cocina
- Wifi
- Zona para trabajar
- Aparcamiento gratuito en la calle
- Admite mascotas
- TV
- Ascensor
- Lavadora
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono
- No disponible: Detector de humo
Detector de humo",12,118,,,,59,,,,118,,,,59,,,,37.6024949,-0.9831372,https://www.airbnb.es/rooms/760873404884617930?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3KBzWig0jhT3xwP&previous_page_section_name=1000
Departamento Con Piscina,"- Acceso a la playa
- primera línea
- Cocina
- Wifi
- Aparcamiento gratuito en la calle
- Piscina compartida
- TV
- Lavadora
- Aire acondicionado
- Bañera
- No disponible: Detector de monóxido de carbono
Detector de monóxido de carbono",12,188,,,,94,,,,85,,,,43,,,,37.5656,-1.2695,https://www.airbnb.es/rooms/942592992630035321?adults=2&check_in=2025-07-19&check_out=2025-07-20&search_mode=regular_search&source_impression_id=p3_1752657199_P3Obbxv1ylvaT99d&previous_page_section_name=1000
